stock_code,description,total_quantity,total_revenue,avg_unit_price,total_orders,unique_customers,revenue_percentage,cumulative_revenue_percentage,abc_category
21129,silver fishing gnome,52,419.52000000000004,9.361851851851853,27,13,3.942075098882799e-05,0.9795380645803696,C
84970l,single heart zinc t-light holder,201,418.98,2.089,50,0,3.937000917548424e-05,0.9795774345895452,C
90114,summer daisies bag charm,167,417.96,2.4803409090909088,88,11,3.927416352805717e-05,0.9796167087530732,C
85208,set/12 funky felt flower peg in bag,223,416.91,2.0664583333333333,48,22,3.917549889099989e-05,0.9796558842519641,C
22214,candle plate lace white,193,416.6,2.6326785714285714,56,18,3.9146369331487744e-05,0.9796950306212956,C
20765,chrysanthemum sketchbook,102,416.05,4.255762711864407,59,45,3.909468785493393e-05,0.9797341253091505,C
21147,jingle bells tree decoration,203,415.77,2.046493506493506,76,11,3.906837728505199e-05,0.9797731936864356,C
22405,money box pocket money design,372,415.36,1.431857142857143,70,46,3.902985109343915e-05,0.979812223537529,C
22108,ping! microwave plate,152,415.09,3.1066666666666665,63,16,3.900448018676727e-05,0.9798512280177157,C
21285,retrospot candle  medium,365,413.88,2.175581395348837,43,26,3.889078093834889e-05,0.9798901187986541,C
21884,cakes and bows gift  tape,1166,413.76,0.761505376344086,93,43,3.887950497982805e-05,0.9799289983036339,C
90161C,ant copper lime boudicca bracelet,83,412.74,4.986000000000001,50,13,3.8783659332400984e-05,0.9799677819629663,C
23459,dolly cabinet 2 drawers,33,412.5,12.5,19,19,3.876110741535932e-05,0.9800065430703817,C
15056p,edwardian parasol pink,33,412.48,12.5,26,0,3.875922808893918e-05,0.9800453022984706,C
84658,white stitched cushion cover,57,412.23,7.2995652173913035,22,14,3.8735736508687453e-05,0.9800840380349793,C
23415,home sweet home hook,328,412.18,1.4517021276595745,47,42,3.87310381926371e-05,0.980122769073172,C
84596E,small licorice des pink bowl,564,411.68,0.9810126582278481,79,33,3.868405503213364e-05,0.9801614531282041,C
84806B,white candystuft artificial flower,308,411.55999999999995,1.387,20,18,3.86727790736128e-05,0.9802001259072778,C
21817,glitter christmas tree,906,410.90999999999997,0.5645901639344262,58,48,3.86117009649583e-05,0.9802387376082428,C
22447,pin cushion babushka blue,137,410.81,3.2939999999999996,45,16,3.860230433285761e-05,0.9802773399125756,C
20830,silver photo frame,136,409.83,3.0435135135135134,37,19,3.851021733827081e-05,0.9803158501299138,C
21579,lolita  design  cotton tote bag,176,409.72,2.574,50,30,3.8499881042960056e-05,0.9803543500109568,C
22051,blue scandinavian paisley wrap,975,409.5,0.42,39,36,3.847920845233853e-05,0.9803928292194092,C
85203,hanging wood and felt butterfly,895,408.99,0.5677272727272727,127,45,3.843128562862499e-05,0.9804312605050378,C
16219,house shape pencil sharpener,3048,407.71999999999997,0.5172,100,41,3.831194840094618e-05,0.9804695724534388,C
84821,danish rose deluxe coaster,935,407.15,0.614390243902439,40,35,3.825838759797224e-05,0.9805078308410368,C
35964,folkart clip on stars,783,404.08,0.8463366336633662,100,34,3.796991099248096e-05,0.9805458007520292,C
22406,money box kings choice design,346,403.46,1.5136904761904764,84,49,3.791165187345666e-05,0.9805837124039027,C
22510,gingham babushka doorstop,210,402.74,2.394285714285714,42,34,3.784399612233167e-05,0.980621556400025,C
22134,mini ladle love heart red,865,401.18,0.6414285714285715,153,28,3.769740866156086e-05,0.9806592538086866,C
23339,egg frying pan blue,173,400.84000000000003,2.511578947368421,76,43,3.76654601124185e-05,0.980696919268799,C
23576,snack tray red vintage doily,198,400.03999999999996,2.4010526315789473,37,28,3.759028705561295e-05,0.9807345095558546,C
23429,red retro kitchen wall clock,47,400.01,8.887391304347826,23,19,3.7587468065982746e-05,0.9807720970239207,C
23039,t-light holder silver heart handle,199,399.71,2.3906896551724137,28,22,3.755927816968066e-05,0.9808096563020904,C
22345,party pizza dish blue polkadot,1117,399.05,0.5980821917808219,71,29,3.749726039781609e-05,0.9808471535624882,C
23466,tuscan villa dovecote bird feeder,43,399.03,10.403478260869566,23,17,3.749538107139595e-05,0.9808846489435596,C
37476,condiment tray 4 bowls and 4 spoons,37,399.02,11.486666666666666,26,9,3.749444140818588e-05,0.9809221433849679,C
21131,gold standing gnome,106,398.02,5.6049999999999995,28,11,3.740047508717895e-05,0.980959543860055,C
22287,"decoration , wobbly chicken, metal",234,397.72,1.9820000000000002,35,27,3.7372285190876876e-05,0.9809969161452459,C
18007,essential balm 3.5g tin in envelope,5884,395.61,0.27483870967741936,30,15,3.717401625355225e-05,0.9810340901614995,C
23484,heart trellis triple t-light holder,129,395.11,3.8125806451612902,30,20,3.712703309304878e-05,0.9810712171945924,C
23661,milk maids mug,219,393.59000000000003,2.2335294117647058,33,23,3.6984204285118244e-05,0.9811082013988776,C
22048,birthday banquet gift wrap,975,393.5,0.4175,32,32,3.697574731622762e-05,0.9811451771461938,C
20867,pink rose fabric mirror,331,393.46999999999997,1.3503225806451613,62,23,3.697292832659741e-05,0.9811821500745204,C
47421,assorted colour lizard suction hook,994,393.0,0.4160655737704918,55,16,3.6928764155724154e-05,0.9812190788386761,C
90200B,black sweetheart bracelet,93,392.83,4.204893617021276,47,18,3.691278988115297e-05,0.9812559916285573,C
23150,ivory sweetheart soap dish,148,390.75,2.9436734693877553,49,33,3.671733993345856e-05,0.9812927089684907,C
85232A,set/3 polkadot stacking tins,78,389.55,5.624137931034483,29,22,3.660458034825024e-05,0.981329313548839,C
84826,asstd design 3d paper stickers,1162,389.38,0.5578787878787879,31,28,3.658860607367906e-05,0.9813659021549127,C
21373,mirrored wall art snowflakes,512,389.04,0.8572340425531915,47,41,3.6556657524536704e-05,0.9814024588124373,C
23337,egg frying pan mint,180,388.75,2.287971014492754,69,49,3.652940729144469e-05,0.9814389882197287,C
35095A,blue victorian fabric oval box,925,388.57,0.6903,100,29,3.651249335366344e-05,0.9814755007130824,C
84974,s/2 zinc heart design planters,39,388.04999999999995,9.95,28,26,3.6463630866739836e-05,0.9815119643439492,C
22256,felt farm animal chicken,286,387.9,1.6088235294117645,50,32,3.64495359185888e-05,0.9815484138798678,C
23103,bell heart decoration,252,387.0,1.6277777777777775,9,9,3.636496622968256e-05,0.9815847788460975,C
21879,hearts gift tape,1176,385.47,0.5863157894736841,94,52,3.622119775854196e-05,0.9816210000438561,C
21881,cute cats tape,1102,383.11,0.6788607594936709,79,37,3.59994372409656e-05,0.9816569994810971,C
20854,blue patch purse pink heart,242,383.02,1.685609756097561,41,16,3.599098027207497e-05,0.9816929904613692,C
21197,multicolour  confetti in tube,284,382.96,1.6192592592592592,27,13,3.598534229281456e-05,0.9817289758036619,C
23116,vegetable garden chopping board,76,382.44,6.240909090909091,22,17,3.593647980589096e-05,0.9817649122834678,C
84919,blue cushion cover with flower,58,381.78000000000003,6.534827586206896,29,9,3.5874462034026384e-05,0.9818007867455019,C
71053,white moroccan metal lantern,69,381.55,6.704615384615384,26,9,3.585284978019479e-05,0.9818366395952821,C
22346,party pizza dish green polkadot,1034,381.09,0.5978333333333333,59,23,3.5809625272531596e-05,0.9818724492205546,C
85179A,green bitty light chain,193,380.79,2.8252542372881355,59,15,3.5781435376229516e-05,0.9819082306559308,C
21562,hawaiian grass skirt,324,380.36,1.4353571428571428,28,20,3.574102985819654e-05,0.981943971685789,C
16045,popart wooden pencils asst,8900,380.0,0.043478260869565216,68,61,3.5707201982634044e-05,0.9819796788877716,C
46776D,woven sunset cushion cover,89,378.29,4.200810810810811,37,3,3.554651957371219e-05,0.9820152254073453,C
90161B,ant copper turq boudicca bracelet,76,377.88,4.984594594594594,37,10,3.550799338209935e-05,0.9820507334007275,C
21243,pink polkadot plate,220,377.56,2.1284,25,18,3.547792415937713e-05,0.9820862113248868,C
21051,ribbons purse,192,377.2,2.0466666666666664,51,23,3.544409628381463e-05,0.9821216554211707,C
90160C,turq+red boudicca large bracelet,54,377.04,7.003076923076923,26,14,3.5429061672453524e-05,0.9821570844828431,C
47367B,pair padded hangers pink check,112,376.27,3.3988372093023256,43,11,3.535670760527818e-05,0.9821924411904484,C
17012A,origami vanilla incense/candle set,323,375.93,1.9546969696969696,65,21,3.532475905613583e-05,0.9822277659495044,C
84559A,3d sheet of dog stickers,397,375.61,1.1461702127659574,94,34,3.5294689833413616e-05,0.9822630606393379,C
23396,la jardin botanique cushion cover,87,375.53,5.007142857142857,28,23,3.5287172527733056e-05,0.9822983478118656,C
21635,madras notebook large,271,374.96000000000004,2.263125,16,15,3.523361172475911e-05,0.9823335814235904,C
21284,retrospot candle  small,403,374.49,2.0392857142857146,42,24,3.518944755388585e-05,0.9823687708711443,C
84663A,grass hopper wooden wall clock,272,374.12,2.9629411764705886,34,21,3.5154680015113286e-05,0.9824039255511594,C
23128,dollcraft boy jean-paul,82,373.9,4.883333333333334,12,12,3.513400742449175e-05,0.9824390595585839,C
21945,strawberries  design flannel,358,373.34,1.3124528301886793,105,27,3.5081386284727876e-05,0.9824741409448686,C
84915,hand towel pink flower and daisy,217,372.33,3.890869565217391,23,8,3.498648030051087e-05,0.9825091274251692,C
21689,silver vanilla  flower candle pot,95,369.87,4.273846153846154,26,22,3.4755323150833825e-05,0.9825438827483199,C
84563A,pink & white breakfast tray,96,369.84000000000003,4.716285714285714,35,11,3.475250416120362e-05,0.9825786352524811,C
20782,camouflage ear muff headphones,53,368.08,7.535185185185185,27,12,3.4587123436231416e-05,0.9826132223759173,C
23575,snack tray paisley park,179,367.34999999999997,2.5823529411764703,32,22,3.451852802189635e-05,0.9826477409039392,C
16011,animal stickers,1749,367.29,0.21,46,38,3.4512890042635944e-05,0.9826822537939819,C
22532,magic drawing slate leap frog,1072,366.75,0.4473333333333333,73,54,3.44621482292922e-05,0.9827167159422112,C
22769,chalkboard kitchen organiser,11,366.73,37.61,8,3,3.446026890287206e-05,0.9827511762111141,C
21320,glass chalice green  large,197,364.22,2.941,19,10,3.4224413437144664e-05,0.9827854006245512,C
22265,easter decoration natural chick,536,363.55,0.7798571428571429,64,42,3.4161456002070014e-05,0.9828195620805533,C
21286,retrospot candle  large,273,362.12,2.675,30,17,3.4027084163030106e-05,0.9828535891647163,C
35957,smallfolkart bauble christmas dec,688,361.81,1.430731707317073,41,7,3.399795460351795e-05,0.9828875871193199,C
21348,pink spots chocolate nesting boxes,140,361.56000000000006,3.31,6,5,3.397446302326622e-05,0.9829215615823431,C
21000,rose du sud cosmetics bag,96,360.84,3.6173076923076923,52,16,3.390680727214123e-05,0.9829554683896152,C
16008,small folding scissor(pointed edge),2892,360.71,0.13614285714285712,70,54,3.389459165041033e-05,0.9829893629812656,C
85049e,scandinavian reds ribbons,109,360.71,3.2950000000000004,42,0,3.389459165041033e-05,0.983023257572916,C
84632,decorative hanging shelving unit,6,359.70000000000005,59.95,5,5,3.379968566619333e-05,0.9830570572585822,C
21060,party invites balloon girl,405,359.28999999999996,0.946619718309859,71,47,3.3761159474580484e-05,0.9830908184180568,C
23579,snack tray i love london,169,358.75,2.6265714285714283,35,22,3.3710417661236746e-05,0.983124528835718,C
20856,denim patch purse pink butterfly,216,357.29,1.670327868852459,61,26,3.3573226832566624e-05,0.9831581020625506,C
82095,heart buttons jewellery box,68,356.11,5.318666666666667,30,4,3.3462346573778444e-05,0.9831915644091244,C
85169D,pink love bird candle,351,356.08,1.3084,50,20,3.3459527584148236e-05,0.9832250239367085,C
85169B,black love bird candle,329,356.06,1.4383870967741934,62,17,3.34576482577281e-05,0.9832584815849662,C
84569A,pack 3 iron on dog patches,294,355.84,1.2592307692307692,65,26,3.343697566710657e-05,0.9832919185606334,C
21724,panda and bunnies sticker sheet,408,355.83,0.9703703703703703,81,43,3.34360360038965e-05,0.9833253545966373,C
90209B,green enamel+glass hair comb,184,355.64,2.074,54,7,3.341818240290518e-05,0.9833587727790402,C
22100,skulls square tissue box,755,354.82,1.1886440677966101,59,34,3.33411300196795e-05,0.9833921139090598,C
47310M,small pop box funky monkey,258,353.98,1.5590909090909089,87,20,3.326219831003368e-05,0.9834253761073698,C
35095B,red victorian fabric oval box,862,352.25,0.6579591836734694,98,36,3.3099636574691684e-05,0.9834584757439445,C
23420,pantry hook tea strainer,164,351.37,2.33625,32,26,3.301694621220559e-05,0.9834914926901567,C
35954,small folkart star christmas dec,1245,350.47999999999996,0.860909090909091,54,30,3.2933316186509414e-05,0.9835244260063432,C
21555,ceramic strawberry trinket tray,137,350.47,2.590869565217391,69,11,3.293237652329935e-05,0.9835573583828665,C
21664,ridged glass storage jar cream lid,98,350.22,3.7310526315789474,18,15,3.290888494304762e-05,0.9835902672678095,C
21723,alphabet hearts sticker sheet,397,350.08,1.0294915254237287,59,29,3.289572965810664e-05,0.9836231629974677,C
22268,decoration sitting bunny,1480,349.53999999999996,0.422,83,32,3.28449878447629e-05,0.9836560079853124,C
37482P,cubic mug pink polkadot,494,349.35,2.7468749999999997,47,30,3.2827134243771585e-05,0.9836888351195562,C
23421,pantry hook spatula,160,349.2,2.5148484848484847,33,24,3.281303929562054e-05,0.9837216481588518,C
21263,green goose feather tree 60cm,167,349.17,2.4969767441860466,42,32,3.281022030599034e-05,0.9837544583791578,C
22529,magic drawing slate go to the fair,851,349.03,0.46014285714285713,70,52,3.279706502104937e-05,0.9837872554441788,C
84924A,wake up cockerel calendar sign,81,348.59000000000003,4.996363636363636,33,21,3.275571983980632e-05,0.9838200111640186,C
23044,paper lantern 9 point holly star s,83,348.59000000000003,4.347142857142858,20,19,3.275571983980632e-05,0.9838527668838585,C
21421,porcelain rose large,299,348.43,1.3821428571428573,14,11,3.274068522844521e-05,0.9838855075690869,C
21222,set/4 badges beetles,265,348.19,1.5762162162162163,73,26,3.271813331140354e-05,0.9839182257023983,C
21001,rose du sud washbag,73,348.19,4.6192,50,12,3.271813331140354e-05,0.9839509438357097,C
23057,gemstone chandelier t-light holder,78,347.7,4.835714285714286,7,7,3.2672089814110144e-05,0.9839836159255237,C
20652,blue polkadot luggage tag,265,346.86,1.575897435897436,78,26,3.2593158104464326e-05,0.9840162090836282,C
84563B,blue & white breakfast tray,94,346.3,4.016315789473684,38,18,3.254053696470044e-05,0.9840487496205929,C
20700,green cat floral cushion cover,73,345.17,4.981111111111112,54,4,3.2434355021962615e-05,0.9840811839756148,C
47591B,scotties childrens apron,209,344.78999999999996,1.6485714285714284,56,9,3.2398647819979976e-05,0.9841135826234348,C
84849A,hello sailor blue soap holder,180,344.34000000000003,2.3567924528301885,53,25,3.235636297552686e-05,0.9841459389864103,C
22104,mirror mosaic candle plate,288,343.71,1.58,59,9,3.2297164193292486e-05,0.9841782361506036,C
90149,silver flowr pink shell necklace,53,342.76000000000005,7.21,4,2,3.220789618833591e-05,0.9842104440467919,C
85129D,beaded crystal heart pink small,207,342.74,1.9433846153846153,65,16,3.220601686191577e-05,0.9842426500636539,C
47559b,tea time oven glove,103,342.65,3.31,28,0,3.219755989302514e-05,0.9842748476235469,C
84766,silver rococo candle stick,146,340.7,3.3785714285714286,14,11,3.201432556706163e-05,0.984306861949114,C
84631,fruit tree and birds wall plaque,40,340.58,8.713333333333333,24,7,3.200304960854079e-05,0.9843388649987225,C
23523,wall art treasure ahoy,90,340.35,4.158399999999999,25,21,3.19814373547092e-05,0.9843708464360772,C
21221,set/4 badges cute creatures,261,340.22,1.3612962962962964,54,24,3.1969221732978304e-05,0.9844028156578102,C
22547,mini jigsaw dinosaur,809,338.23,0.6317647058823529,101,41,3.1782228754174506e-05,0.9844345978865644,C
21167,white sage incense,1432,337.14,0.34253731343283583,67,20,3.167980546427695e-05,0.9844662776920287,C
23127,dollcraft girl nicole,68,336.6,4.95,12,12,3.162906365093321e-05,0.9844979067556796,C
72122,coffee scent pillar candle,324,335.79,1.1914516129032255,61,38,3.155295093091759e-05,0.9845294597066105,C
71270,photo clip line,236,334.98,1.7107999999999999,49,16,3.1476838210901975e-05,0.9845609365448215,C
85230B,cinnamon scented votive candle,1288,333.2,0.2776923076923077,39,30,3.1309578159509635e-05,0.984592246122981,C
22259,felt farm animal hen,481,332.84,1.0475555555555556,44,16,3.127575028394714e-05,0.984623521873265,C
84952B,black love bird t-light holder,186,332.14,2.971724137931034,29,10,3.120997385924229e-05,0.9846547318471242,C
84638,small kitchen flower pots plaque,50,331.5,6.668918918918919,37,11,3.1149835413797855e-05,0.9846858816825379,C
21248,door hanger  mum + dads room,205,330.71999999999997,1.8424242424242423,66,45,3.1076541683412445e-05,0.9847169582242213,C
85213,mini  zinc garden decorations,829,330.54999999999995,0.8269696969696969,33,23,3.1060567408841264e-05,0.9847480187916302,C
90200A,purple sweetheart bracelet,78,328.44,4.1948,50,14,3.0862298471516644e-05,0.9847788810901017,C
82001s,vinyl record frame silver,44,328.23999999999995,7.46,12,0,3.0843505207315255e-05,0.984809724595309,C
84926E,flowers tile coaster,968,327.79999999999995,0.5441025641025641,39,32,3.08021600260722e-05,0.9848405267553351,C
23236,doiley biscuit tin,120,327.59999999999997,2.8592307692307695,13,13,3.078336676187082e-05,0.9848713101220969,C
16259,piece of camo stationery set,3380,326.56,0.0967741935483871,31,28,3.068564178802361e-05,0.9849019957638849,C
84708B,pink jewelled photo frame,62,326.35,5.931052631578948,19,13,3.0665908860612155e-05,0.9849326616727455,C
85204,hanging wood and felt flower,2050,325.36,0.3334285714285714,104,40,3.0572882202815294e-05,0.9849632345549483,C
23037,candle holder silver madeline,196,325.16,1.886,20,17,3.055408893861391e-05,0.9849937886438869,C
23478,woodland large pink felt heart,285,324.40000000000003,1.5130769230769232,13,9,3.0482674534648644e-05,0.9850242713184215,C
90147,chunky silver necklace pastel flowe,32,324.01,10.19391304347826,23,10,3.0446027669455936e-05,0.985054717346091,C
23521,cat and bird wall art,270,323.64,2.005,4,3,3.041126013068337e-05,0.9850851286062217,C
85205B,pink felt easter rabbit garland,122,323.15,2.8713333333333333,29,22,3.0365216633389973e-05,0.985115493822855,C
84509c,set of 4 polkadot placemats,43,322.22,7.495555555555556,27,0,3.027782795485353e-05,0.9851457716508099,C
21403,blue egg  spoon,1857,322.18,0.25075471698113205,106,58,3.027406930201325e-05,0.9851760457201119,C
16238,party time pencil erasers,1396,321.67,0.3123880597014925,134,61,3.0226146478299716e-05,0.9852062718665902,C
22092,blue paisley tissue box,670,321.4,0.5719780219780219,91,75,3.020077557162784e-05,0.9852364726421617,C
23205,charlotte bag alphabet  design,400,320.5,0.838181818181818,22,22,3.0116205882721605e-05,0.9852665888480444,C
21425,skulls storage box large,87,320.49,4.644,30,12,3.0115266219511536e-05,0.985296704114264,C
16236,kitty pencil erasers,1438,320.09,0.30455882352941177,136,59,3.0077679691108762e-05,0.985326781793955,C
21371,mirrored wall art poppies,287,319.71,1.6355263157894737,38,27,3.004197248912613e-05,0.9853568237664442,C
20936,forked cactus candle,100,319.66,3.7341176470588238,34,21,3.0037274173075787e-05,0.9853868610406172,C
22202,milk pan pink polkadot,64,319.35,5.68972972972973,37,16,3.0008144613563635e-05,0.9854168691852307,C
22287,decoration wobbly chicken,560,319.14,1.181111111111111,45,25,2.9988411686152177e-05,0.9854468575969169,C
90161D,ant copper pink boudicca bracelet,64,318.89,4.997941176470588,34,6,2.9964920105900443e-05,0.9854768225170227,C
72586,set of 6 halloween ghost t-lights,691,317.83,0.6486746987951807,83,36,2.9865315805633095e-05,0.9855066878328284,C
84884a,ant white wire heart spiral,38,317.71999999999997,8.345384615384615,26,0,2.985497951032233e-05,0.9855365428123387,C
84931A,pink scottie dog w flower pattern,133,317.44,2.511764705882353,51,20,2.9828668940440394e-05,0.9855663714812791,C
46118,funky monkey cushion cover,232,317.17,2.807608695652174,46,12,2.9803298033768525e-05,0.9855961747793129,C
22765,newspaper stand,27,316.95000000000005,19.874000000000002,5,3,2.9782625443147e-05,0.9856259574047561,C
85170B,set/6 black bird t-light candles,215,316.75,2.3964102564102565,39,13,2.9763832178945612e-05,0.985655721236935,C
35915C,peach knitted hen,315,316.46,1.0498333333333332,60,8,2.97365819458536e-05,0.9856854578188808,C
84876B,green heart compact mirror,218,315.81,2.417058823529412,33,17,2.9675503837199097e-05,0.985715133322718,C
21026,space owl,255,315.75,1.5561764705882353,68,20,2.966986585793868e-05,0.9857448031885759,C
90198A,vintage rose bead bracelet raspberr,75,315.73,4.195227272727273,44,8,2.9667986531518544e-05,0.9857744711751074,C
47594B,scotties design washbag,170,314.54999999999995,1.9028571428571428,56,26,2.9557106272730357e-05,0.9858040282813801,C
84584,pink gingham cat with scarf,144,314.51,2.2963333333333336,30,18,2.9553347619890084e-05,0.985833581629,C
17084N,fairy dreams incense,1264,313.31,0.3538613861386139,101,25,2.944058803468177e-05,0.9858630222170347,C
23695,doily thank you card,741,313.24,0.5042105263157894,57,41,2.943401039221128e-05,0.9858924562274269,C
85202,hanging wood and felt heart,672,313.13,0.5484821428571428,106,34,2.9423674096900518e-05,0.9859218799015238,C
85014b,red retrospot umbrella,25,313.06,12.505217391304347,23,0,2.9417096454430034e-05,0.9859512969979782,C
21942,skulls design flannel,287,313.01,1.3337864077669903,103,14,2.9412398138379686e-05,0.9859807093961166,C
23130,miseltoe heart wreath,80,312.8,4.07,5,5,2.9392665210968235e-05,0.9860101020613276,C
21375,large camphor wood field mushroom,41,312.77,8.400357142857143,27,9,2.938984622133802e-05,0.9860394919075489,C
20780,black ear muff headphones,47,312.7,7.693793103448276,28,13,2.9383268578867537e-05,0.9860688751761277,C
84358,floor lamp shade wood base,33,312.7,10.543076923076923,13,6,2.9383268578867537e-05,0.9860982584447066,C
21841,baby mouse red gingham dress,73,310.25,4.25,21,19,2.9153051092400557e-05,0.986127411495799,C
21944,kittens design flannel,337,310.19,1.1922772277227722,100,24,2.914741311314014e-05,0.9861565589089121,C
47021G,set/6 bead coasters gauze bag gold,582,309.29999999999995,1.9044444444444442,27,12,2.9063783087443966e-05,0.9861856226919995,C
21442,green birdhouse decoration,437,307.94,1.0454237288135593,59,31,2.8935988890874545e-05,0.9862145586808904,C
21811,christmas hanging heart with bell,231,307.59999999999997,1.6842307692307692,26,16,2.8904040341732182e-05,0.9862434627212321,C
21719,lovely bonbon sticker sheet,345,307.44,1.0569491525423729,58,29,2.8889005730371077e-05,0.9862723517269625,C
23495,set of 3 pantry wooden spoons,225,306.66,1.7221951219512195,41,21,2.8815711999985674e-05,0.9863011674389625,C
22124,set of 2 tea towels ping microwave,149,306.16,2.4578947368421056,76,14,2.876872883948221e-05,0.986329936167802,C
23131,miseltoe heart wreath white,78,304.5,4.050000000000001,4,4,2.8612744746610698e-05,0.9863585489125486,C
22040,botanical rose gift wrap,725,304.5,0.42,28,27,2.8612744746610698e-05,0.9863871616572952,C
22043,christmas card screen print,1238,304.5,0.29765625,64,40,2.8612744746610698e-05,0.9864157744020419,C
22965,3 traditional cookie cutters  set,162,304.20000000000005,2.0375,4,4,2.8584554850308625e-05,0.9864443589568922,C
22641,set of 4 napkin charms instrument,139,303.73,2.5927027027027023,37,23,2.8540390679435364e-05,0.9864728993475717,C
23430,blue retro kitchen wall clock,36,301.88,8.621111111111112,18,16,2.8366552985572537e-05,0.9865012659005572,C
23522,wall art dog and ball,102,301.56,3.883571428571429,28,17,2.833648376285032e-05,0.9865296023843201,C
35912B,white/pink chick decoration,252,301.26,1.685,20,15,2.830829386654824e-05,0.9865579106781867,C
84661B,black square table clock,115,300.24,3.3796551724137927,29,10,2.821244821912117e-05,0.9865861231264058,C
22409,money box biscuits design,228,299.72,1.5082456140350877,57,36,2.8163585732197568e-05,0.986614286712138,C
21761,wood and glass medicine cabinet,10,299.5,29.95,10,10,2.814291314157604e-05,0.9866424296252796,C
23440,paint your own eggs in crate,164,299.36,2.022,5,5,2.812975785663507e-05,0.9866705593831362,C
20897,vintage notebook paris days,107,298.27,3.1816666666666666,24,8,2.8027334566737512e-05,0.9866985867177029,C
90184B,amethyst chunky bead bracelet w str,33,297.94,9.054285714285713,21,11,2.7996325680805225e-05,0.9867265830433838,C
22135,mini ladle love heart pink,528,297.4,0.6704216867469879,166,20,2.794558386746148e-05,0.9867545286272512,C
84596J,mixed nuts light green bowl,568,296.45,0.8294117647058823,68,21,2.78563158625049e-05,0.9867823849431138,C
23126,dollcraft girl amelie kit,66,294.7,4.8500000000000005,8,8,2.7691874800742767e-05,0.9868100768179145,C
20655,queen of skies luggage tag,197,292.29,1.7224242424242426,99,20,2.7465415967116063e-05,0.9868375422338816,C
35911A,multicolour rabbit egg warmer,319,292.07,0.973,70,23,2.7444743376494537e-05,0.9868649869772581,C
21441,blue birdhouse decoration,421,292.03,1.0741935483870966,62,34,2.7440984723654257e-05,0.9868924279619817,C
23567,egg cup henrietta hen pink,211,291.58,1.823157894736842,37,15,2.739869987920114e-05,0.986919826661861,C
22049,wrap christmas screen print,1050,291.5,0.2736363636363636,33,26,2.7391182573520588e-05,0.9869472178444345,C
23410,curio cabinet linen and lace,36,290.1,8.027777777777779,18,16,2.7259629724110884e-05,0.9869744774741587,C
20725,lunch bag red spotty,200,290.0,1.45,1,1,2.725023309201019e-05,0.9870017277072507,C
16015,medium chinese style scissor,662,289.98,0.48833333333333334,24,19,2.724835376559005e-05,0.9870289760610162,C
85024B,eau de nile jewelled photoframe,193,289.65000000000003,1.633333333333333,12,12,2.7217344879657768e-05,0.9870561934058959,C
21503,toybox  wrap,726,288.92,0.4165217391304348,23,22,2.7148749465322703e-05,0.9870833421553612,C
23015,cordial glass jug,34,288.88,8.742941176470588,16,13,2.7144990812482427e-05,0.9871104871461737,C
46776E,woven candy cushion cover,67,288.43,4.24421052631579,38,5,2.7102705968029308e-05,0.9871375898521417,C
79190B,retro plastic polka tray,707,288.36,0.5775438596491228,57,24,2.7096128325558824e-05,0.9871646859804672,C
23047,paper lantern 5 point sequin star,50,287.5,5.75,21,21,2.701531728949286e-05,0.9871917012977568,C
20618,queen of the skies passport cover,148,286.39,2.0278947368421054,76,20,2.6911014673175164e-05,0.98721861231243,C
72800B,4 purple flock dinner candles,142,285.7,2.45051282051282,38,31,2.6846177911680383e-05,0.9872454584903417,C
21386,ivory hanging decoration  egg,709,285.64,0.5614545454545454,51,42,2.6840539932419965e-05,0.9872722990302741,C
84997d,pink 3 piece polkadot cutlery set,34,285.46,8.3575,8,0,2.6823625994638718e-05,0.9872991226562687,C
37413,icon mug revolutionary,703,284.49,0.4107228915662651,81,52,2.6732478663261995e-05,0.987325855134932,C
71403,"pink/white ""keep clean"" bullet bin",76,283.96000000000004,4.502727272727273,33,12,2.6682676513128327e-05,0.9873525378114452,C
18094C,white and blue ceramic oil burner,192,283.93,1.955952380952381,42,13,2.6679857523498116e-05,0.9873792176689686,C
84247E,pack of 12 christmas fun cards,106,283.79,2.632162162162162,37,13,2.6666702238557145e-05,0.9874058843712072,C
21666,ridged glass t-light holder,412,283.51,0.8558139534883721,43,21,2.66403916686752e-05,0.9874325247628759,C
16218,cartoon  pencil sharpeners,3821,283.31,0.26984375,64,43,2.6621598404473815e-05,0.9874591463612804,C
20794,blue  tile hook,99,282.78999999999996,3.573928571428571,27,15,2.657273591755021e-05,0.987485719097198,C
20777,chrysanthemum notebook,169,282.49,1.7029999999999998,80,32,2.6544546021248132e-05,0.9875122636432192,C
84341B,small pink magic christmas tree,645,282.38,0.6804878048780487,40,30,2.653420972593737e-05,0.9875387978529452,C
84872a,teatime funky flower backpack for 2,26,282.15,10.855714285714285,21,0,2.6512597472105773e-05,0.9875653104504173,C
23481,pearlised ivory heart small,228,281.17,1.28125,29,23,2.6420510477518984e-05,0.9875917309608948,C
22257,felt farm animal sheep,373,280.42,1.0997727272727273,42,16,2.6350035736763785e-05,0.9876180809966316,C
71101E,standing fairy pole support,346,278.5,0.8322727272727272,22,17,2.6169620400430474e-05,0.9876442506170321,C
85188A,green metal swinging bunny,319,278.16999999999996,0.9799999999999999,42,29,2.6138611514498184e-05,0.9876703892285466,C
