stock_code,description,total_quantity,total_revenue,avg_unit_price,total_orders,unique_customers,revenue_percentage,cumulative_revenue_percentage,abc_category,avg_daily_demand,demand_std,max_daily_demand,demand_days,safety_stock,reorder_point,inventory_priority,movement_category,avg_daily_demand_capped,reorder_point_capped,annual_demand,holding_cost,eoq
22256,felt farm animal chicken,286,387.9,1.6088235294117645,50,32,3.64495359185888e-05,0.9815484138798678,C,6.975609756097561,6.31065687895503,24,41,27.54910737343718,76.3783756661201,Normal,Medium Moving,6.975609756097561,76.3783756661201,286,0.32176470588235295,298.0
23103,bell heart decoration,252,387.0,1.6277777777777775,9,9,3.636496622968256e-05,0.9815847788460975,C,28.0,43.68065933568311,144,9,190.68746681415638,386.6874668141564,Normal,Medium Moving,28.0,386.6874668141564,252,0.32555555555555554,278.0
21879,hearts gift tape,1176,385.47,0.5863157894736841,94,52,3.622119775854196e-05,0.9816210000438561,C,22.18867924528302,33.240415971995475,168,53,145.11069232809498,300.4314470450761,Normal,Fast Moving,22.18867924528302,300.4314470450761,1176,0.11726315789473683,1001.0
21881,cute cats tape,1102,383.11,0.6788607594936709,79,37,3.59994372409656e-05,0.9816569994810971,C,18.366666666666667,41.29553128311588,288,60,180.27521495513088,308.84188162179754,Normal,Fast Moving,18.366666666666667,308.84188162179754,1102,0.13577215189873418,901.0
20854,blue patch purse pink heart,242,383.02,1.685609756097561,41,16,3.599098027207497e-05,0.9816929904613692,C,8.642857142857142,17.127440157513508,92,28,74.76966296567078,135.26966296567076,Normal,Medium Moving,8.642857142857142,135.26966296567076,242,0.3371219512195122,268.0
21197,multicolour  confetti in tube,284,382.96,1.6192592592592592,27,13,3.598534229281456e-05,0.9817289758036619,C,11.36,14.68809041366508,48,25,64.12070687383289,143.64070687383287,Normal,Medium Moving,11.36,143.64070687383287,284,0.32385185185185184,296.0
23116,vegetable garden chopping board,76,382.44,6.240909090909091,22,17,3.593647980589096e-05,0.9817649122834678,C,3.619047619047619,7.5860147012525,36,21,33.1166687636302,58.45000209696353,Normal,Slow Moving,3.619047619047619,58.45000209696353,76,1.2481818181818183,78.0
84919,blue cushion cover with flower,58,381.78000000000003,6.534827586206896,29,9,3.5874462034026384e-05,0.9818007867455019,C,2.230769230769231,2.103476975061858,10,26,9.182706991530749,24.798091606915364,Normal,Slow Moving,2.230769230769231,24.798091606915364,58,1.3069655172413794,67.0
71053,white moroccan metal lantern,69,381.55,6.704615384615384,26,9,3.585284978019479e-05,0.9818366395952821,C,5.3076923076923075,6.562324478727227,26,13,28.6477596788193,65.80160583266544,Normal,Slow Moving,5.3076923076923075,65.80160583266544,69,1.3409230769230769,72.0
22346,party pizza dish green polkadot,1034,381.09,0.5978333333333333,59,23,3.5809625272531596e-05,0.9818724492205546,C,21.541666666666668,38.97842192658041,216,48,170.15989801054022,320.9515646772069,Normal,Fast Moving,21.541666666666668,320.9515646772069,1034,0.11956666666666667,930.0
85179A,green bitty light chain,193,380.79,2.8252542372881355,59,15,3.5781435376229516e-05,0.9819082306559308,C,4.595238095238095,5.983960364946033,26,42,26.122917118508944,58.28958378517561,Normal,Medium Moving,4.595238095238095,58.28958378517561,193,0.5650508474576271,185.0
21562,hawaiian grass skirt,324,380.36,1.4353571428571428,28,20,3.574102985819654e-05,0.981943971685789,C,12.0,17.195706082982102,80,27,75.06767715765656,159.06767715765656,Normal,Medium Moving,12.0,159.06767715765656,324,0.2870714285714286,336.0
16045,popart wooden pencils asst,8900,380.0,0.043478260869565216,68,61,3.5707201982634044e-05,0.9819796788877716,C,158.92857142857142,135.88335333765397,900,56,593.1973744041692,1705.6973744041693,Normal,Fast Moving,98.84146341463475,1285.0876183066125,8900,0.008695652173913044,10117.0
46776D,woven sunset cushion cover,89,378.29,4.200810810810811,37,3,3.554651957371219e-05,0.9820152254073453,C,2.6176470588235294,2.1744341776356153,10,34,9.492469925900089,27.815999337664795,Normal,Slow Moving,2.6176470588235294,27.815999337664795,89,0.8401621621621622,103.0
90161B,ant copper turq boudicca bracelet,76,377.88,4.984594594594594,37,10,3.550799338209935e-05,0.9820507334007275,C,2.1714285714285713,2.0791077595041227,9,35,9.076323432911785,24.276323432911784,Normal,Slow Moving,2.1714285714285713,24.276323432911784,76,0.9969189189189189,87.0
21243,pink polkadot plate,220,377.56,2.1284,25,18,3.547792415937713e-05,0.9820862113248868,C,12.222222222222221,21.878153367486064,96,18,95.50885237690242,181.06440793245798,Normal,Medium Moving,12.222222222222221,181.06440793245798,220,0.42568000000000006,227.0
21051,ribbons purse,192,377.2,2.0466666666666664,51,23,3.544409628381463e-05,0.9821216554211707,C,4.8,4.501851470969101,24,40,19.652786062032018,53.252786062032015,Normal,Medium Moving,4.8,53.252786062032015,192,0.4093333333333333,217.0
90160C,turq+red boudicca large bracelet,54,377.04,7.003076923076923,26,14,3.5429061672453524e-05,0.9821570844828431,C,2.076923076923077,2.076980056198459,10,26,9.067034966124432,23.60549650458597,Normal,Slow Moving,2.076923076923077,23.60549650458597,54,1.4006153846153848,62.0
47367B,pair padded hangers pink check,112,376.27,3.3988372093023256,43,11,3.535670760527818e-05,0.9821924411904484,C,2.731707317073171,3.735133131789966,24,41,16.30568507771625,35.427636297228446,Normal,Medium Moving,2.731707317073171,35.427636297228446,112,0.6797674418604651,128.0
17012A,origami vanilla incense/candle set,323,375.93,1.9546969696969696,65,21,3.532475905613583e-05,0.9822277659495044,C,5.767857142857143,7.924624617272122,24,56,34.59486685189003,74.96986685189003,Normal,Medium Moving,5.767857142857143,74.96986685189003,323,0.3909393939393939,287.0
84559A,3d sheet of dog stickers,397,375.61,1.1461702127659574,94,34,3.5294689833413616e-05,0.9822630606393379,C,5.089743589743589,6.868308356040785,36,78,29.983529132354803,65.61173426055993,Normal,Medium Moving,5.089743589743589,65.61173426055993,397,0.2292340425531915,416.0
23396,la jardin botanique cushion cover,87,375.53,5.007142857142857,28,23,3.5287172527733056e-05,0.9822983478118656,C,5.4375,4.289036410819257,16,16,18.723744116762546,56.786244116762546,Normal,Slow Moving,5.4375,56.786244116762546,87,1.0014285714285716,93.0
21635,madras notebook large,271,374.96000000000004,2.263125,16,15,3.523361172475911e-05,0.9823335814235904,C,18.066666666666666,35.362342090071444,144,15,154.37393886274978,280.84060552941645,Normal,Medium Moving,18.066666666666666,280.84060552941645,271,0.45262500000000006,245.0
21284,retrospot candle  small,403,374.49,2.0392857142857146,42,24,3.518944755388585e-05,0.9823687708711443,C,11.852941176470589,20.142119826059616,96,34,87.93021589673856,170.90080413203268,Normal,Medium Moving,11.852941176470589,170.90080413203268,403,0.4078571428571429,314.0
84663A,grass hopper wooden wall clock,272,374.12,2.9629411764705886,34,21,3.5154680015113286e-05,0.9824039255511594,C,8.5,19.534914978719677,110,32,85.27946941219678,144.77946941219676,Normal,Medium Moving,8.5,144.77946941219676,272,0.5925882352941177,214.0
23128,dollcraft boy jean-paul,82,373.9,4.883333333333334,12,12,3.513400742449175e-05,0.9824390595585839,C,8.2,11.331372379372235,40,10,49.466988992660546,106.86698899266054,Normal,Slow Moving,8.2,106.86698899266054,82,0.9766666666666668,92.0
21945,strawberries  design flannel,358,373.34,1.3124528301886793,105,27,3.5081386284727876e-05,0.9824741409448686,C,4.904109589041096,5.766677224368091,25,73,25.174369814316016,59.503136937603685,Normal,Medium Moving,4.904109589041096,59.503136937603685,358,0.26249056603773585,369.0
84915,hand towel pink flower and daisy,217,372.33,3.890869565217391,23,8,3.498648030051087e-05,0.9825091274251692,C,10.85,23.398774146928027,100,20,102.14710667128946,178.09710667128945,Normal,Medium Moving,10.85,178.09710667128945,217,0.7781739130434783,167.0
21689,silver vanilla  flower candle pot,95,369.87,4.273846153846154,26,22,3.4755323150833825e-05,0.9825438827483199,C,3.9583333333333335,2.9263297485248394,10,24,12.774862268465396,40.483195601798734,Normal,Slow Moving,3.9583333333333335,40.483195601798734,95,0.854769230769231,105.0
84563A,pink & white breakfast tray,96,369.84000000000003,4.716285714285714,35,11,3.475250416120362e-05,0.9825786352524811,C,3.310344827586207,2.7005746514910234,10,29,11.789330725936788,34.96174451904024,Normal,Slow Moving,3.310344827586207,34.96174451904024,96,0.9432571428571429,101.0
20782,camouflage ear muff headphones,53,368.08,7.535185185185185,27,12,3.4587123436231416e-05,0.9826132223759173,C,2.2083333333333335,2.1463653132612386,10,24,9.369935588614396,24.828268921947732,Normal,Slow Moving,2.2083333333333335,24.828268921947732,53,1.507037037037037,59.0
23575,snack tray paisley park,179,367.34999999999997,2.5823529411764703,32,22,3.451852802189635e-05,0.9826477409039392,C,17.9,14.239616099694075,48,10,62.16289689195638,187.46289689195635,Normal,Medium Moving,17.9,187.46289689195635,179,0.5164705882352941,186.0
16011,animal stickers,1749,367.29,0.21,46,38,3.4512890042635944e-05,0.9826822537939819,C,38.86666666666667,36.500062266447515,168,45,159.34064453239796,431.4073111990646,Normal,Fast Moving,38.86666666666667,431.4073111990646,1749,0.042,2041.0
22532,magic drawing slate leap frog,1072,366.75,0.4473333333333333,73,54,3.44621482292922e-05,0.9827167159422112,C,17.866666666666667,41.8449384042622,192,60,182.6736460634147,307.74031273008137,Normal,Fast Moving,17.866666666666667,307.74031273008137,1072,0.08946666666666667,1095.0
22769,chalkboard kitchen organiser,11,366.73,37.61,8,3,3.446026890287206e-05,0.9827511762111141,C,1.5714285714285714,1.1338934190276817,4,7,4.95,15.95,Normal,Slow Moving,1.5714285714285714,15.95,11,7.522,12.0
21320,glass chalice green  large,197,364.22,2.941,19,10,3.4224413437144664e-05,0.9827854006245512,C,13.133333333333333,22.395365166756736,74,15,97.76673514033288,189.70006847366622,Normal,Medium Moving,13.133333333333333,189.70006847366622,197,0.5882,183.0
22265,easter decoration natural chick,536,363.55,0.7798571428571429,64,42,3.4161456002070014e-05,0.9828195620805533,C,11.166666666666666,11.219916435637792,55,48,48.98042922237933,127.14709588904599,Normal,Medium Moving,11.166666666666666,127.14709588904599,536,0.1559714285714286,586.0
21286,retrospot candle  large,273,362.12,2.675,30,17,3.4027084163030106e-05,0.9828535891647163,C,11.375,16.602285070592462,72,24,72.47710386211034,152.10210386211034,Normal,Medium Moving,11.375,152.10210386211034,273,0.535,226.0
35957,smallfolkart bauble christmas dec,688,361.81,1.430731707317073,41,7,3.399795460351795e-05,0.9828875871193199,C,29.91304347826087,45.789948324811775,196,23,199.8955460930185,409.2868504408446,Normal,Medium Moving,29.91304347826087,409.2868504408446,688,0.2861463414634146,490.0
21348,pink spots chocolate nesting boxes,140,361.56000000000006,3.31,6,5,3.397446302326622e-05,0.9829215615823431,C,28.0,48.093658625644196,112,5,209.95236959844013,405.9523695984401,Normal,Medium Moving,28.0,405.9523695984401,140,0.662,145.0
21000,rose du sud cosmetics bag,96,360.84,3.6173076923076923,52,16,3.390680727214123e-05,0.9829554683896152,C,2.0869565217391304,1.7742113986096815,9,46,7.745301521062554,22.353997173236465,Normal,Slow Moving,2.0869565217391304,22.353997173236465,96,0.7234615384615385,115.0
16008,small folding scissor(pointed edge),2892,360.71,0.13614285714285712,70,54,3.389459165041033e-05,0.9829893629812656,C,50.73684210526316,70.87477042436727,300,57,309.4030776732581,664.5609724101002,Normal,Fast Moving,50.73684210526316,664.5609724101002,2892,0.027228571428571425,3259.0
85049e,scandinavian reds ribbons,109,360.71,3.2950000000000004,42,0,3.389459165041033e-05,0.983023257572916,C,3.1142857142857143,3.755556108044755,22,35,16.39484136944947,38.19484136944947,Normal,Medium Moving,3.1142857142857143,38.19484136944947,109,0.6590000000000001,129.0
84632,decorative hanging shelving unit,6,359.70000000000005,59.95,5,5,3.379968566619333e-05,0.9830570572585822,C,1.2,0.4472135954999579,2,5,1.952306328422873,10.352306328422873,Normal,Slow Moving,1.2,10.352306328422873,6,11.990000000000002,7.0
21060,party invites balloon girl,405,359.28999999999996,0.946619718309859,71,47,3.3761159474580484e-05,0.9830908184180568,C,6.428571428571429,5.467541423399539,24,63,23.868495567277826,68.86849556727782,Normal,Medium Moving,6.428571428571429,68.86849556727782,405,0.1893239436619718,463.0
23579,snack tray i love london,169,358.75,2.6265714285714283,35,22,3.3710417661236746e-05,0.983124528835718,C,10.5625,15.20512523241204,60,16,66.37781703061648,140.31531703061648,Normal,Medium Moving,10.5625,140.31531703061648,169,0.5253142857142857,179.0
20856,denim patch purse pink butterfly,216,357.29,1.670327868852459,61,26,3.3573226832566624e-05,0.9831581020625506,C,4.235294117647059,3.5360330049031927,15,51,15.436515531838973,45.083574355368384,Normal,Medium Moving,4.235294117647059,45.083574355368384,216,0.33406557377049184,254.0
82095,heart buttons jewellery box,68,356.11,5.318666666666667,30,4,3.3462346573778444e-05,0.9831915644091244,C,2.6153846153846154,5.068150929693575,27,26,22.1249604954015,40.4326528030938,Normal,Slow Moving,2.6153846153846154,40.4326528030938,68,1.0637333333333334,80.0
85169D,pink love bird candle,351,356.08,1.3084,50,20,3.3459527584148236e-05,0.9832250239367085,C,8.357142857142858,16.007348051367867,102,42,69.87991245439669,128.37991245439667,Normal,Medium Moving,8.357142857142858,128.37991245439667,351,0.26168,366.0
85169B,black love bird candle,329,356.06,1.4383870967741934,62,17,3.34576482577281e-05,0.9832584815849662,C,6.714285714285714,8.948929172439202,37,49,39.066457799498544,86.06645779949855,Normal,Medium Moving,6.714285714285714,86.06645779949855,329,0.2876774193548387,338.0
84569A,pack 3 iron on dog patches,294,355.84,1.2592307692307692,65,26,3.343697566710657e-05,0.9832919185606334,C,5.653846153846154,4.484765564881368,14,52,19.578197715618643,59.15512079254172,Normal,Medium Moving,5.653846153846154,59.15512079254172,294,0.25184615384615383,342.0
21724,panda and bunnies sticker sheet,408,355.83,0.9703703703703703,81,43,3.34360360038965e-05,0.9833253545966373,C,6.08955223880597,8.865546767878554,64,67,38.70245277429156,81.32931844593335,Normal,Medium Moving,6.08955223880597,81.32931844593335,408,0.19407407407407407,459.0
90209B,green enamel+glass hair comb,184,355.64,2.074,54,7,3.341818240290518e-05,0.9833587727790402,C,4.0,8.495750571772794,48,46,37.08811130268026,65.08811130268026,Normal,Medium Moving,4.0,65.08811130268026,184,0.4148,211.0
22100,skulls square tissue box,755,354.82,1.1886440677966101,59,34,3.33411300196795e-05,0.9833921139090598,C,14.803921568627452,28.160979818069638,144,51,122.93646630296001,226.56391728335217,Normal,Medium Moving,14.803921568627452,226.56391728335217,755,0.23772881355932204,564.0
47310M,small pop box funky monkey,258,353.98,1.5590909090909089,87,20,3.326219831003368e-05,0.9834253761073698,C,4.3,7.114797184955509,48,60,31.05957356709025,61.15957356709025,Normal,Medium Moving,4.3,61.15957356709025,258,0.31181818181818177,288.0
35095B,red victorian fabric oval box,862,352.25,0.6579591836734694,98,36,3.3099636574691684e-05,0.9834584757439445,C,10.91139240506329,40.991302977963805,363,79,178.94710943371945,255.32685626916248,Normal,Fast Moving,10.91139240506329,255.32685626916248,862,0.13159183673469388,809.0
23420,pantry hook tea strainer,164,351.37,2.33625,32,26,3.301694621220559e-05,0.9834914926901567,C,6.56,7.858541001144338,36,25,34.306379508773574,80.22637950877356,Normal,Medium Moving,6.56,80.22637950877356,164,0.46725000000000005,187.0
35954,small folkart star christmas dec,1245,350.47999999999996,0.860909090909091,54,30,3.2933316186509414e-05,0.9835244260063432,C,34.583333333333336,40.40747809149051,156,36,176.39842792666832,418.4817612600017,Normal,Fast Moving,34.583333333333336,418.4817612600017,1245,0.1721818181818182,850.0
21555,ceramic strawberry trinket tray,137,350.47,2.590869565217391,69,11,3.293237652329935e-05,0.9835573583828665,C,2.4464285714285716,2.334871169170448,12,56,10.192855954049383,27.317855954049385,Normal,Medium Moving,2.4464285714285716,27.317855954049385,137,0.5181739130434783,163.0
21664,ridged glass storage jar cream lid,98,350.22,3.7310526315789474,18,15,3.290888494304762e-05,0.9835902672678095,C,6.125,11.63256922036859,49,16,50.78186068863567,93.65686068863567,Normal,Slow Moving,6.125,93.65686068863567,98,0.7462105263157895,115.0
21723,alphabet hearts sticker sheet,397,350.08,1.0294915254237287,59,29,3.289572965810664e-05,0.9836231629974677,C,7.634615384615385,10.493749486267669,50,52,45.8103549111055,99.2526626034132,Normal,Medium Moving,7.634615384615385,99.2526626034132,397,0.20589830508474574,439.0
22268,decoration sitting bunny,1480,349.53999999999996,0.422,83,32,3.28449878447629e-05,0.9836560079853124,C,24.262295081967213,31.032188471190285,99,61,135.470697999211,305.3067635729815,Normal,Fast Moving,24.262295081967213,305.3067635729815,1480,0.0844,1324.0
37482P,cubic mug pink polkadot,494,349.35,2.7468749999999997,47,30,3.2827134243771585e-05,0.9836888351195562,C,13.722222222222221,26.44413098386981,144,36,115.44158046388658,211.4971360194421,Normal,Medium Moving,13.722222222222221,211.4971360194421,494,0.549375,300.0
23421,pantry hook spatula,160,349.2,2.5148484848484847,33,24,3.281303929562054e-05,0.9837216481588518,C,5.925925925925926,6.0123330037638585,24,27,26.246777579987473,67.72825906146895,Normal,Medium Moving,5.925925925925926,67.72825906146895,160,0.502969696969697,178.0
21263,green goose feather tree 60cm,167,349.17,2.4969767441860466,42,32,3.281022030599034e-05,0.9837544583791578,C,4.771428571428571,4.814718330810434,16,35,21.0186031046449,54.4186031046449,Normal,Medium Moving,4.771428571428571,54.4186031046449,167,0.4993953488372094,183.0
22529,magic drawing slate go to the fair,851,349.03,0.46014285714285713,70,52,3.279706502104937e-05,0.9837872554441788,C,14.423728813559322,26.886224770464683,192,59,117.37153631945644,218.3376380143717,Normal,Fast Moving,14.423728813559322,218.3376380143717,851,0.09202857142857143,962.0
84924A,wake up cockerel calendar sign,81,348.59000000000003,4.996363636363636,33,21,3.275571983980632e-05,0.9838200111640186,C,2.6129032258064515,2.246143648639281,12,31,9.805516880324188,28.095839460969348,Normal,Slow Moving,2.6129032258064515,28.095839460969348,81,0.9992727272727273,90.0
23044,paper lantern 9 point holly star s,83,348.59000000000003,4.347142857142858,20,19,3.275571983980632e-05,0.9838527668838585,C,4.368421052631579,4.7517309865375434,20,19,20.743632504305612,51.32257987272666,Normal,Slow Moving,4.368421052631579,51.32257987272666,83,0.8694285714285717,98.0
21421,porcelain rose large,299,348.43,1.3821428571428573,14,11,3.274068522844521e-05,0.9838855075690869,C,21.357142857142858,38.39993418034652,144,14,167.63451573403557,317.1345157340356,Normal,Medium Moving,21.357142857142858,317.1345157340356,299,0.27642857142857147,329.0
21222,set/4 badges beetles,265,348.19,1.5762162162162163,73,26,3.271813331140354e-05,0.9839182257023983,C,4.491525423728813,4.368274658836386,20,59,19.06965786941588,50.51033583551757,Normal,Medium Moving,4.491525423728813,50.51033583551757,265,0.31524324324324327,290.0
21001,rose du sud washbag,73,348.19,4.6192,50,12,3.271813331140354e-05,0.9839509438357097,C,1.7804878048780488,1.1728639120109208,5,41,5.120125284290343,17.583539918436685,Normal,Slow Moving,1.7804878048780488,17.583539918436685,73,0.9238400000000001,89.0
23057,gemstone chandelier t-light holder,78,347.7,4.835714285714286,7,7,3.2672089814110144e-05,0.9839836159255237,C,11.142857142857142,16.324098458297488,48,7,71.26268308168027,149.26268308168028,Normal,Slow Moving,11.142857142857142,149.26268308168028,78,0.9671428571428573,90.0
20652,blue polkadot luggage tag,265,346.86,1.575897435897436,78,26,3.2593158104464326e-05,0.9840162090836282,C,4.274193548387097,4.4285561975334335,14,62,19.332816303483042,49.25217114219272,Normal,Medium Moving,4.274193548387097,49.25217114219272,265,0.31517948717948724,290.0
84563B,blue & white breakfast tray,94,346.3,4.016315789473684,38,18,3.254053696470044e-05,0.9840487496205929,C,3.032258064516129,2.63924068585066,8,31,11.521577932927247,32.747384384540155,Normal,Slow Moving,3.032258064516129,32.747384384540155,94,0.8032631578947369,108.0
20700,green cat floral cushion cover,73,345.17,4.981111111111112,54,4,3.2434355021962615e-05,0.9840811839756148,C,1.553191489361702,1.1384297087063062,5,47,4.9698031257015725,15.842143551233487,Normal,Slow Moving,1.553191489361702,15.842143551233487,73,0.9962222222222223,86.0
47591B,scotties childrens apron,209,344.78999999999996,1.6485714285714284,56,9,3.2398647819979976e-05,0.9841135826234348,C,6.333333333333333,5.987834889729898,25,33,26.13983131640294,70.47316464973628,Normal,Medium Moving,6.333333333333333,70.47316464973628,209,0.3297142857142857,252.0
84849A,hello sailor blue soap holder,180,344.34000000000003,2.3567924528301885,53,25,3.235636297552686e-05,0.9841459389864103,C,3.75,4.123105625617661,12,48,17.99937498914893,44.24937498914893,Normal,Medium Moving,3.75,44.24937498914893,180,0.47135849056603774,195.0
22104,mirror mosaic candle plate,288,343.71,1.58,59,9,3.2297164193292486e-05,0.9841782361506036,C,5.333333333333333,13.255116491662651,96,54,57.86507402961506,95.19840736294839,Normal,Medium Moving,5.333333333333333,95.19840736294839,288,0.31600000000000006,302.0
90149,silver flowr pink shell necklace,53,342.76000000000005,7.21,4,2,3.220789618833591e-05,0.9842104440467919,C,17.666666666666668,28.867513459481287,51,3,126.0208316112856,249.68749827795227,Normal,Slow Moving,17.666666666666668,249.68749827795227,53,1.4420000000000002,61.0
85129D,beaded crystal heart pink small,207,342.74,1.9433846153846153,65,16,3.220601686191577e-05,0.9842426500636539,C,3.7636363636363637,5.185319863570817,21,55,22.63646026509739,48.981914810551935,Normal,Medium Moving,3.7636363636363637,48.981914810551935,207,0.3886769230769231,231.0
47559b,tea time oven glove,103,342.65,3.31,28,0,3.219755989302514e-05,0.9842748476235469,C,3.814814814814815,3.442238058153858,12,27,15.027054661339049,41.73075836504275,Normal,Medium Moving,3.814814814814815,41.73075836504275,103,0.662,125.0
84766,silver rococo candle stick,146,340.7,3.3785714285714286,14,11,3.201432556706163e-05,0.984306861949114,C,12.166666666666666,10.869752304055284,36,12,47.45179132551268,132.61845799217934,Normal,Medium Moving,12.166666666666666,132.61845799217934,146,0.6757142857142857,147.0
84631,fruit tree and birds wall plaque,40,340.58,8.713333333333333,24,7,3.200304960854079e-05,0.9843388649987225,C,2.0,1.2139539573337679,6,20,5.299503452409977,19.299503452409976,Normal,Slow Moving,2.0,19.299503452409976,40,1.7426666666666666,48.0
23523,wall art treasure ahoy,90,340.35,4.158399999999999,25,21,3.19814373547092e-05,0.9843708464360772,C,4.285714285714286,3.6625518036316858,12,21,15.988832039895847,45.98883203989585,Normal,Slow Moving,4.285714285714286,45.98883203989585,90,0.83168,104.0
21221,set/4 badges cute creatures,261,340.22,1.3612962962962964,54,24,3.1969221732978304e-05,0.9844028156578102,C,5.4375,4.876806811926332,20,48,21.289649727163653,59.35214972716365,Normal,Medium Moving,5.4375,59.35214972716365,261,0.2722592592592593,310.0
22547,mini jigsaw dinosaur,809,338.23,0.6317647058823529,101,41,3.1782228754174506e-05,0.9844345978865644,C,10.1125,18.757610269913773,146,80,81.88615374070393,152.67365374070394,Normal,Medium Moving,10.1125,152.67365374070394,809,0.12635294117647058,800.0
21167,white sage incense,1432,337.14,0.34253731343283583,67,20,3.167980546427695e-05,0.9844662776920287,C,26.036363636363635,33.09580013433708,165,55,144.4793733836541,326.73391883819954,Normal,Fast Moving,26.036363636363635,326.73391883819954,1432,0.06850746268656717,1446.0
23127,dollcraft girl nicole,68,336.6,4.95,12,12,3.162906365093321e-05,0.9844979067556796,C,6.8,4.237399621885521,16,10,18.498324248428556,66.09832424842855,Normal,Slow Moving,6.8,66.09832424842855,68,0.9900000000000001,83.0
72122,coffee scent pillar candle,324,335.79,1.1914516129032255,61,38,3.155295093091759e-05,0.9845294597066105,C,6.352941176470588,7.6598264455841685,48,51,33.438893170537035,77.90948140583114,Normal,Medium Moving,6.352941176470588,77.90948140583114,324,0.23829032258064511,369.0
71270,photo clip line,236,334.98,1.7107999999999999,49,16,3.1476838210901975e-05,0.9845609365448215,C,4.916666666666667,7.468610435949356,36,48,32.60414165702709,67.02080832369376,Normal,Medium Moving,4.916666666666667,67.02080832369376,236,0.34216,263.0
85230B,cinnamon scented votive candle,1288,333.2,0.2776923076923077,39,30,3.1309578159509635e-05,0.984592246122981,C,36.8,31.068993433022197,144,35,135.6313696796448,393.2313696796448,Normal,Fast Moving,36.8,393.2313696796448,1288,0.05553846153846154,1523.0
22259,felt farm animal hen,481,332.84,1.0475555555555556,44,16,3.127575028394714e-05,0.984623521873265,C,16.033333333333335,28.553015823966447,144,30,124.64789543432693,236.88122876766028,Normal,Medium Moving,16.033333333333335,236.88122876766028,481,0.20951111111111112,479.0
84952B,black love bird t-light holder,186,332.14,2.971724137931034,29,10,3.120997385924229e-05,0.9846547318471242,C,8.454545454545455,15.512597868851389,61,22,67.7200856467267,126.90190382854489,Normal,Medium Moving,8.454545454545455,126.90190382854489,186,0.5943448275862069,177.0
84638,small kitchen flower pots plaque,50,331.5,6.668918918918919,37,11,3.1149835413797855e-05,0.9846858816825379,C,1.6666666666666667,0.8840866447369844,4,30,3.8594711090224925,15.526137775689161,Normal,Slow Moving,1.6666666666666667,15.526137775689161,50,1.333783783783784,61.0
21248,door hanger  mum + dads room,205,330.71999999999997,1.8424242424242423,66,45,3.1076541683412445e-05,0.9847169582242213,C,3.5964912280701755,3.8306081628434803,15,57,16.722480338879468,41.8979189353707,Normal,Medium Moving,3.5964912280701755,41.8979189353707,205,0.36848484848484847,236.0
85213,mini  zinc garden decorations,829,330.54999999999995,0.8269696969696969,33,23,3.1060567408841264e-05,0.9847480187916302,C,28.586206896551722,87.58527160976134,480,29,382.35259786593264,582.4560461417947,Normal,Medium Moving,28.586206896551722,582.4560461417947,829,0.1653939393939394,708.0
90200A,purple sweetheart bracelet,78,328.44,4.1948,50,14,3.0862298471516644e-05,0.9847788810901017,C,1.7727272727272727,1.9273265778906157,13,44,8.41372425350115,20.822815162592057,Normal,Slow Moving,1.7727272727272727,20.822815162592057,78,0.83896,96.0
82001s,vinyl record frame silver,44,328.23999999999995,7.46,12,0,3.0843505207315255e-05,0.984809724595309,C,4.0,2.792848008753788,10,11,12.192149113261369,40.192149113261365,Normal,Slow Moving,4.0,40.192149113261365,44,1.492,54.0
84926E,flowers tile coaster,968,327.79999999999995,0.5441025641025641,39,32,3.08021600260722e-05,0.9848405267553351,C,29.333333333333332,31.600698831935134,144,33,137.95252410249694,343.2858574358303,Normal,Fast Moving,29.333333333333332,343.2858574358303,968,0.10882051282051282,943.0
23236,doiley biscuit tin,120,327.59999999999997,2.8592307692307695,13,13,3.078336676187082e-05,0.9848713101220969,C,12.0,14.966629547095765,54,10,65.33666658163699,149.336666581637,Normal,Medium Moving,12.0,149.336666581637,120,0.5718461538461539,145.0
16259,piece of camo stationery set,3380,326.56,0.0967741935483871,31,28,3.068564178802361e-05,0.9849019957638849,C,120.71428571428571,100.60147158295491,432,28,439.17468430378966,1284.1746843037897,Normal,Fast Moving,98.84146341463475,1131.064928206233,3380,0.01935483870967742,4179.0
84708B,pink jewelled photo frame,62,326.35,5.931052631578948,19,13,3.0665908860612155e-05,0.9849326616727455,C,3.263157894736842,2.5351332479369444,12,19,11.067097988846797,33.90920325200469,Normal,Slow Moving,3.263157894736842,33.90920325200469,62,1.1862105263157896,72.0
85204,hanging wood and felt flower,2050,325.36,0.3334285714285714,104,40,3.0572882202815294e-05,0.9849632345549483,C,23.837209302325583,62.76433240869067,480,86,273.99704435133873,440.8575094676178,Normal,Fast Moving,23.837209302325583,440.8575094676178,2050,0.06668571428571428,1753.0
23037,candle holder silver madeline,196,325.16,1.886,20,17,3.055408893861391e-05,0.9849937886438869,C,10.31578947368421,6.566350513361854,24,19,28.665335291400673,100.87586160719016,Normal,Medium Moving,10.31578947368421,100.87586160719016,196,0.3772,228.0
23478,woodland large pink felt heart,285,324.40000000000003,1.5130769230769232,13,9,3.0482674534648644e-05,0.9850242713184215,C,28.5,61.855117456485004,204,10,270.02787587580656,469.52787587580656,Normal,Medium Moving,28.5,469.52787587580656,285,0.3026153846153847,307.0
